"","BIDU.Open","BIDU.High","BIDU.Low","BIDU.Close","BIDU.Volume","BIDU.Adjusted"
"2014-03-13",175.5,175.649994,164.440002,166.089996,5830400,166.089996
"2014-03-14",165.190002,165.940002,160.279999,160.589996,6017400,160.589996
"2014-03-17",163.009995,165.759995,161.380005,161.660004,4441300,161.660004
"2014-03-18",162.699997,165.669998,161.199997,164.089996,3559500,164.089996
"2014-03-19",163.869995,164.020004,159.039993,160.580002,4432900,160.580002
"2014-03-20",159.110001,161.270004,157.029999,157.479996,4289300,157.479996
"2014-03-21",160.710007,161.5,156.75,158.309998,4526500,158.309998
"2014-03-24",158.839996,159.940002,154.600006,157.380005,4678800,157.380005
"2014-03-25",158.429993,159.619995,154.699997,156.050003,4288800,156.050003
"2014-03-26",157.949997,159.820007,152.029999,152.119995,4553100,152.119995
"2014-03-27",151.259995,152.800003,144.160004,151,8227800,151
"2014-03-28",151.899994,155.399994,150.300003,150.660004,4506700,150.660004
"2014-03-31",154.089996,157.899994,150.910004,152.270004,5347400,152.270004
"2014-04-01",155.199997,159.600006,155.119995,159.179993,5349500,159.179993
"2014-04-02",160.759995,163.580002,159.369995,160.470001,4422900,160.470001
"2014-04-03",160.690002,162.199997,155.5,157.449997,4384300,157.449997
"2014-04-04",157.830002,158.169998,148.5,149.350006,8203800,149.350006
"2014-04-07",147.960007,149.460007,140.660004,143.509995,10335000,143.509995
"2014-04-08",145.369995,153.360001,145.009995,150.960007,7458600,150.960007
"2014-04-09",153.050003,157.850006,149.309998,157.679993,5676400,157.679993
"2014-04-10",159.199997,159.809998,148.919998,150.970001,6665600,150.970001
"2014-04-11",148.5,153.259995,147.229996,149.740005,4387800,149.740005
"2014-04-14",153.360001,155.830002,150.279999,153.759995,3776200,153.759995
"2014-04-15",153.809998,155.800003,147.25,155.470001,5358200,155.470001
"2014-04-16",159.289993,159.5,152.100006,157.229996,3847600,157.229996
"2014-04-17",156.270004,157.919998,152.759995,155.800003,3386500,155.800003
"2014-04-21",157.229996,160.139999,155.990005,160.110001,3015900,160.110001
"2014-04-22",160.270004,164.419998,160.199997,163.009995,3898900,163.009995
"2014-04-23",162.25,162.679993,158.440002,159.339996,2973300,159.339996
"2014-04-24",161.619995,161.669998,154.580002,159.740005,6727600,159.740005
"2014-04-25",164.320007,167.360001,159.279999,162.910004,9463100,162.910004
"2014-04-28",162.610001,162.990005,148.160004,150.929993,10035200,150.929993
"2014-04-29",150.809998,156.990005,150.020004,155.149994,5159900,155.149994
"2014-04-30",153.350006,154.990005,150.399994,153.850006,4178500,153.850006
"2014-05-01",154.589996,160.220001,153.509995,158.690002,4046100,158.690002
"2014-05-02",159.660004,161.399994,158.210007,159.910004,2896100,159.910004
"2014-05-05",158.229996,159.850006,156.570007,159.729996,2158600,159.729996
"2014-05-06",159.729996,162.809998,157.729996,157.830002,2698400,157.830002
"2014-05-07",157.029999,157.5,148.440002,151.270004,6173800,151.270004
"2014-05-08",151.139999,154.589996,149.309998,150.380005,3695100,150.380005
"2014-05-09",151,153.229996,148.520004,152.850006,2460100,152.850006
"2014-05-12",154.669998,160.169998,154.070007,159.880005,4279600,159.880005
"2014-05-13",159.389999,159.610001,155.119995,156.110001,2922100,156.110001
"2014-05-14",156,158.75,155.639999,156.020004,2546600,156.020004
"2014-05-15",156.649994,156.720001,152.080002,155.389999,2490300,155.389999
"2014-05-16",154.649994,155.639999,152.470001,154.770004,2731300,154.770004
"2014-05-19",154.449997,158.389999,152.710007,157.649994,2528400,157.649994
"2014-05-20",158.149994,159.919998,156.289993,158.419998,2679600,158.419998
"2014-05-21",159.690002,164.490005,158.820007,163.970001,3366000,163.970001
"2014-05-22",164.279999,164.970001,161.5,163.529999,3049300,163.529999
"2014-05-23",162.899994,167.990005,161.899994,167.630005,2700400,167.630005
"2014-05-27",168.039993,170.309998,167.229996,169.320007,3318000,169.320007
"2014-05-28",169.740005,170.789993,166,166.169998,2811700,166.169998
"2014-05-29",166.710007,169.589996,165.520004,167.5,2266500,167.5
"2014-05-30",167.779999,167.869995,165.050003,165.809998,1943700,165.809998
"2014-06-02",166.5,167.580002,164.270004,167.25,1973800,167.25
"2014-06-03",167,167.190002,162.800003,163.669998,2716800,163.669998
"2014-06-04",162.509995,164.5,160.800003,163.380005,1795100,163.380005
"2014-06-05",162.899994,168.139999,162.679993,166.419998,2304500,166.419998
"2014-06-06",166.5,173.339996,166.5,172.339996,4812900,172.339996
"2014-06-09",172.460007,174.580002,170.380005,171.589996,2381900,171.589996
"2014-06-10",171.649994,176.279999,171.080002,176.139999,4111300,176.139999
"2014-06-11",174.139999,178.679993,173.559998,176.509995,3249600,176.509995
"2014-06-12",176.5,179.5,174.759995,175.979996,3061500,175.979996
"2014-06-13",176.309998,179.5,175.800003,178.050003,2374100,178.050003
"2014-06-16",177.449997,177.470001,174.559998,176.880005,2193900,176.880005
"2014-06-17",177.889999,179.259995,176.169998,178.220001,2053400,178.220001
"2014-06-18",178.410004,178.410004,174.529999,176.679993,2585500,176.679993
"2014-06-19",177.100006,177.169998,173.210007,174.389999,1614300,174.389999
"2014-06-20",175.169998,176.960007,172.899994,174.5,2521000,174.5
"2014-06-23",174,178.919998,174,177.539993,3281900,177.539993
"2014-06-24",177.020004,184.289993,176.199997,181.190002,5869300,181.190002
"2014-06-25",180,185.820007,179.259995,184.460007,4310300,184.460007
"2014-06-26",184.460007,185.899994,182.339996,183.710007,2144300,183.710007
"2014-06-27",183.449997,185.539993,182.850006,184.960007,2133300,184.960007
"2014-06-30",185.410004,188.660004,184.169998,186.809998,3149400,186.809998
"2014-07-01",188.050003,191.559998,186.5,191.279999,4104900,191.279999
"2014-07-02",192.210007,193.889999,189.419998,189.960007,3355200,189.960007
"2014-07-03",191.360001,191.550003,189.309998,191.199997,1878500,191.199997
"2014-07-07",191.839996,191.839996,187.639999,188,2045000,188
"2014-07-08",187.710007,188.399994,177.820007,182.300003,4030800,182.300003
"2014-07-09",182.089996,185.080002,179.839996,184.940002,2205000,184.940002
"2014-07-10",180.009995,185.350006,176.690002,183.320007,2928300,183.320007
"2014-07-11",184.020004,186.539993,183.029999,186.100006,1941700,186.100006
"2014-07-14",188,190.479996,186.729996,188.520004,2019000,188.520004
"2014-07-15",188.949997,190.440002,186.789993,189.869995,2418300,189.869995
"2014-07-16",190.820007,193.399994,189.309998,189.419998,2048700,189.419998
"2014-07-17",187.669998,191.410004,186.029999,186.910004,2397900,186.910004
"2014-07-18",188.110001,191.699997,187,191.169998,2226800,191.169998
"2014-07-21",194.149994,199.089996,193,197.720001,5311200,197.720001
"2014-07-22",199.520004,200.050003,197.75,198.429993,3416200,198.429993
"2014-07-23",199.25,201,198.190002,200.119995,2880500,200.119995
"2014-07-24",203.600006,205.5,201.910004,204.270004,6838600,204.270004
"2014-07-25",221.179993,226.759995,217,226.5,12597400,226.5
"2014-07-28",226.660004,229.600006,224.020004,225.800003,5189200,225.800003
"2014-07-29",226.339996,226.339996,219.759995,220,4360400,220
"2014-07-30",221.669998,222.539993,218.820007,219.130005,4006200,219.130005
"2014-07-31",216.139999,220.740005,215.130005,216.050003,4602300,216.050003
"2014-08-01",216.320007,217.889999,210.100006,212.380005,5260300,212.380005
"2014-08-04",213.190002,220.570007,213.059998,218.899994,3476100,218.899994
"2014-08-05",218.460007,220.399994,214.580002,215.570007,2746800,215.570007
"2014-08-06",213.570007,217.380005,212.279999,215.139999,1991700,215.139999
"2014-08-07",216.009995,217,211.860001,213.509995,2120600,213.509995
"2014-08-08",214.389999,215.800003,213,215.089996,1984700,215.089996
"2014-08-11",217,220.389999,216.100006,217.979996,2366500,217.979996
"2014-08-12",217.770004,218.699997,214.75,216.160004,1515400,216.160004
"2014-08-13",218.100006,219.779999,217.270004,218.589996,2532800,218.589996
"2014-08-14",219,222.130005,218.639999,219.580002,2361800,219.580002
"2014-08-15",221.399994,221.559998,217.089996,218.850006,2523300,218.850006
"2014-08-18",220,221.25,218.880005,219.240005,1897500,219.240005
"2014-08-19",219.419998,220,216.580002,218.210007,1772200,218.210007
"2014-08-20",217.960007,219.5,215.429993,219.020004,1427700,219.020004
"2014-08-21",218.520004,220.479996,215.020004,216.839996,2460600,216.839996
"2014-08-22",216.800003,216.800003,213.600006,214.190002,1871200,214.190002
"2014-08-25",214.490005,218.710007,214.490005,216.800003,2032500,216.800003
"2014-08-26",217.979996,218.5,215.809998,216.080002,1858800,216.080002
"2014-08-27",216.470001,217.800003,215.110001,215.460007,1022700,215.460007
"2014-08-28",214.5,214.740005,211.259995,213.809998,2596300,213.809998
"2014-08-29",214.559998,215.190002,213.039993,214.520004,1455000,214.520004
"2014-09-02",215.270004,225,215,224.800003,5156400,224.800003
"2014-09-03",227.5,231.399994,224,227.449997,4633600,227.449997
"2014-09-04",228.960007,230.559998,223.630005,224.199997,3019300,224.199997
"2014-09-05",224.479996,227,222.449997,226.699997,1819700,226.699997
"2014-09-08",225.800003,229.619995,224,225.460007,2314800,225.460007
"2014-09-09",225.5,228.460007,219.570007,221.229996,2284800,221.229996
"2014-09-10",220.410004,221.490005,217.649994,220.679993,2426200,220.679993
"2014-09-11",219.789993,221.449997,218.330002,220.020004,1562100,220.020004
"2014-09-12",219.410004,221.25,216.5,217.960007,2291100,217.960007
"2014-09-15",218.110001,218.679993,208.350006,210.729996,3512200,210.729996
"2014-09-16",210,216.940002,208.899994,215.570007,4120200,215.570007
"2014-09-17",217.369995,219.809998,215,219.080002,3747400,219.080002
"2014-09-18",220.710007,228.589996,219.850006,228.449997,4662900,228.449997
"2014-09-19",229.919998,231.410004,222.75,224.929993,6417200,224.929993
"2014-09-22",222.309998,223.690002,213.009995,214.860001,4672400,214.860001
"2014-09-23",213.699997,219,212.289993,214.789993,3452000,214.789993
"2014-09-24",217.699997,223.050003,215.660004,221.970001,3147300,221.970001
"2014-09-25",221.139999,222,215.440002,217.550003,3297900,217.550003
"2014-09-26",217.770004,219.899994,217.110001,219.020004,2299700,219.020004
"2014-09-29",219.419998,222.539993,217.050003,220.470001,3232700,220.470001
"2014-09-30",221.419998,222.369995,216.759995,218.229996,3036200,218.229996
"2014-10-01",218,218.190002,209.5,212.029999,3832000,212.029999
"2014-10-02",212.589996,216.940002,207.100006,214.800003,3948500,214.800003
"2014-10-03",216.179993,218.550003,215.289993,216.449997,2724700,216.449997
"2014-10-06",218,219.940002,216.449997,217.199997,2157000,217.199997
"2014-10-07",216.199997,221.990005,214.610001,215.630005,3595700,215.630005
"2014-10-08",215.419998,217.979996,211.550003,217.539993,3662200,217.539993
"2014-10-09",216.509995,219.970001,212.830002,213,3470900,213
"2014-10-10",211.539993,214.990005,201.630005,203.350006,5868000,203.350006
"2014-10-13",204.570007,207.889999,197.860001,199.679993,4122900,199.679993
"2014-10-14",202.309998,203,196.649994,199.070007,4112500,199.070007
"2014-10-15",195.429993,206.270004,194.309998,205.729996,5955600,205.729996
"2014-10-16",203.589996,214.399994,202.729996,211.220001,5831600,211.220001
"2014-10-17",214.220001,217.470001,210.399994,211.729996,4244700,211.729996
"2014-10-20",212.350006,217.070007,211.199997,216.619995,2549600,216.619995
"2014-10-21",218.080002,223.949997,218,222.350006,3967200,222.350006
"2014-10-22",224.139999,224.210007,218.25,219.259995,2512900,219.259995
"2014-10-23",220.199997,222.5,216.520004,217.029999,3416500,217.029999
"2014-10-24",218.050003,222.809998,215.520004,222.550003,2982100,222.550003
"2014-10-27",220.509995,223.350006,219.179993,219.919998,3088000,219.919998
"2014-10-28",222.539993,229.720001,221.369995,228.960007,4667500,228.960007
"2014-10-29",227.369995,227.75,219.610001,224.550003,7736700,224.550003
"2014-10-30",222.300003,237.550003,222,237.009995,10612300,237.009995
"2014-10-31",240.139999,242.619995,238.649994,238.770004,6261200,238.770004
"2014-11-03",239.179993,240.559998,234.320007,236.539993,3515600,236.539993
"2014-11-04",235.089996,242.139999,235,241.960007,3896400,241.960007
"2014-11-05",244,246,237.039993,237.699997,4552200,237.699997
"2014-11-06",238.25,239.059998,233,236.899994,2973200,236.899994
"2014-11-07",237.380005,238.630005,235.5,236.539993,1913100,236.539993
"2014-11-10",237.300003,247.699997,237.199997,247.580002,4186000,247.580002
"2014-11-11",245.440002,251,243.009995,250.339996,3550200,250.339996
"2014-11-12",248.580002,251.649994,246.779999,249.820007,2452100,249.820007
"2014-11-13",250.160004,251.990005,242.080002,244.089996,3303900,244.089996
"2014-11-14",245.619995,251.220001,244.539993,249.699997,3637700,249.699997
"2014-11-17",249.449997,250,238.25,244.149994,4376000,244.149994
"2014-11-18",244.589996,245.649994,240.940002,242.75,2878700,242.75
"2014-11-19",242,245.410004,238.800003,240.419998,2882200,240.419998
"2014-11-20",238.860001,241.509995,236.100006,238.389999,2140600,238.389999
"2014-11-21",244.449997,245.949997,241.710007,245.300003,3742700,245.300003
"2014-11-24",247.759995,247.869995,240.809998,243.910004,2430500,243.910004
"2014-11-25",244.279999,245.889999,242.070007,244.339996,1869200,244.339996
"2014-11-26",244.970001,248.740005,243.289993,246.029999,2920700,246.029999
"2014-11-28",246.990005,247.339996,242.949997,245.110001,1339900,245.110001
"2014-12-01",242,242,233.600006,236.610001,4202200,236.610001
"2014-12-02",237.039993,238.740005,232.880005,234.740005,2574800,234.740005
"2014-12-03",234.850006,235.720001,230.429993,231.289993,3095400,231.289993
"2014-12-04",232.190002,234.699997,229.929993,230.809998,2483400,230.809998
"2014-12-05",230.889999,232.960007,227.899994,232.720001,2887300,232.720001
"2014-12-08",230.110001,231.059998,222.600006,227.669998,4457600,227.669998
"2014-12-09",222.009995,231.330002,217.5,229.899994,2992300,229.899994
"2014-12-10",229.570007,229.820007,224.100006,225.119995,2246400,225.119995
"2014-12-11",226.100006,233.740005,226.050003,229.229996,3037700,229.229996
"2014-12-12",225.889999,233.690002,225.160004,229.320007,2553100,229.320007
"2014-12-15",229.990005,232.869995,224.800003,225.809998,2411800,225.809998
"2014-12-16",223.639999,226.350006,219,219.960007,3996100,219.960007
"2014-12-17",221.210007,225.419998,218,223.850006,3008000,223.850006
"2014-12-18",228.690002,233.25,228.520004,231.880005,2765600,231.880005
"2014-12-19",232.559998,236.300003,230.600006,234.229996,3046300,234.229996
"2014-12-22",235.470001,236.979996,233.899994,234.600006,1661700,234.600006
"2014-12-23",234.449997,236.779999,233.080002,233.160004,1681100,233.160004
"2014-12-24",233,233.660004,230.75,230.979996,944800,230.979996
"2014-12-26",232.029999,237.429993,231.309998,234.880005,1619300,234.880005
"2014-12-29",233.210007,234.800003,229,230.210007,2214000,230.210007
"2014-12-30",228.520004,231.199997,227.830002,230.009995,1546300,230.009995
"2014-12-31",229.779999,231,227.130005,227.970001,1925200,227.970001
"2015-01-02",229.460007,230.449997,221.490005,223.080002,3490000,223.080002
"2015-01-05",222.880005,224.830002,218.350006,219.789993,2744000,219.789993
"2015-01-06",220.889999,222.869995,216.020004,220.179993,3231400,220.179993
"2015-01-07",222.419998,227,221.020004,224.350006,2280700,224.350006
"2015-01-08",227.050003,232.139999,224.729996,229.210007,2642100,229.210007
"2015-01-09",230.130005,232.990005,226.850006,226.899994,2313700,226.899994
"2015-01-12",226.100006,226.5,220,220.889999,3177700,220.889999
"2015-01-13",223.610001,224.5,218,219.600006,2876400,219.600006
"2015-01-14",217.339996,219.949997,214,216.820007,2535400,216.820007
"2015-01-15",218.479996,219.5,215,215.970001,2342100,215.970001
"2015-01-16",220,222,216.419998,220.199997,4035700,220.199997
"2015-01-20",222.020004,223.850006,217.009995,220.360001,2551500,220.360001
"2015-01-21",220.820007,228.940002,220.059998,228.279999,3536900,228.279999
"2015-01-22",230,230.509995,224.899994,229.880005,3339100,229.880005
"2015-01-23",229.199997,234.669998,228.600006,233.330002,2808300,233.330002
"2015-01-26",234.490005,234.5,228.110001,229.460007,2416900,229.460007
"2015-01-27",227.199997,229.169998,223.520004,227.529999,2819300,227.529999
"2015-01-28",227.809998,229.399994,220,220.309998,3000400,220.309998
"2015-01-29",218.240005,221.160004,212.820007,220.389999,3156800,220.389999
"2015-01-30",218.990005,221.520004,217.289993,217.919998,2086200,217.919998
"2015-02-02",218.770004,219.949997,213.25,217.600006,2390900,217.600006
"2015-02-03",218.059998,219.360001,215.25,217.160004,2724200,217.160004
"2015-02-04",216.970001,219.929993,216,217.240005,2721700,217.240005
"2015-02-05",217.350006,219.190002,216,216.800003,1988100,216.800003
"2015-02-06",217.259995,217.5,211.380005,211.779999,2994600,211.779999
"2015-02-09",211,215.350006,210.850006,215.029999,3381000,215.029999
"2015-02-10",217.779999,220.830002,215.699997,219.440002,3580400,219.440002
"2015-02-11",219.679993,219.889999,214.029999,214.669998,6944000,214.669998
"2015-02-12",203.800003,206.970001,199.699997,205.020004,14190600,205.020004
"2015-02-13",207.449997,216.690002,207.25,212.130005,7793700,212.130005
"2015-02-17",213.740005,213.740005,206.479996,208.809998,4500600,208.809998
"2015-02-18",208.149994,210.029999,206.570007,207.149994,2741800,207.149994
"2015-02-19",207.399994,208.759995,206.509995,207.240005,1706100,207.240005
"2015-02-20",208.229996,210.169998,207.320007,209.630005,2192100,209.630005
"2015-02-23",209.399994,211,205.539993,206.429993,3183300,206.429993
"2015-02-24",206.529999,209,205.179993,208.059998,2001100,208.059998
"2015-02-25",208.830002,209.770004,202.699997,203.529999,2896000,203.529999
"2015-02-26",204.75,206.630005,203.529999,205.880005,2721900,205.880005
"2015-02-27",205.5,207.460007,202.600006,203.75,2399000,203.75
"2015-03-02",204.190002,205.520004,202.199997,205.039993,2022500,205.039993
"2015-03-03",204.5,207.399994,204.5,206.339996,2317200,206.339996
"2015-03-04",205.199997,208.419998,205.029999,207.690002,1700400,207.690002
"2015-03-05",207.75,214.570007,207.210007,214.229996,3826400,214.229996
"2015-03-06",215.100006,217.850006,212.710007,213.309998,3176400,213.309998
"2015-03-09",212,212.710007,209.350006,211.619995,1742000,211.619995
"2015-03-10",209.880005,212.869995,209,210.389999,1880100,210.389999
"2015-03-11",210.169998,210.529999,204,204.380005,3076500,204.380005
"2015-03-12",205.699997,206.770004,202.5,203.389999,2221900,203.389999
"2015-03-13",203.399994,205.630005,202.5,204.449997,1554500,204.449997
"2015-03-16",205.119995,206.449997,203.199997,205.300003,1808300,205.300003
"2015-03-17",204.559998,206.490005,202.509995,203.270004,2999900,203.270004
"2015-03-18",202.539993,211,202.199997,210.949997,3596400,210.949997
"2015-03-19",210.770004,215.240005,210.160004,214.570007,2918000,214.570007
"2015-03-20",217.029999,217.050003,212.570007,212.690002,2291800,212.690002
"2015-03-23",212.970001,217.740005,211.5,216.779999,2207000,216.779999
"2015-03-24",216,218.559998,213.529999,213.600006,1926300,213.600006
"2015-03-25",208.220001,211.110001,205.699997,207.740005,4162800,207.740005
"2015-03-26",205,207.679993,204.059998,205.440002,2974800,205.440002
"2015-03-27",204.979996,207.770004,204.050003,207.330002,2615800,207.330002
"2015-03-30",209.399994,210.740005,207.639999,210.539993,2057200,210.539993
"2015-03-31",210,212.729996,208.399994,208.399994,1838400,208.399994
"2015-04-01",210.139999,211.5,208.149994,211.070007,2559600,211.070007
"2015-04-02",210.809998,211.600006,208.509995,208.509995,1781800,208.509995
"2015-04-06",204.589996,205.399994,202.270004,203.600006,4151900,203.600006
"2015-04-07",205.089996,205.580002,203.800003,203.869995,2036700,203.869995
"2015-04-08",207,214.169998,206.5,212.839996,5223500,212.839996
"2015-04-09",215.399994,220.75,215,218.479996,5996400,218.479996
"2015-04-10",219.160004,220.100006,214.710007,214.789993,3099100,214.789993
"2015-04-13",216.589996,218.880005,215.25,215.399994,2980300,215.399994
"2015-04-14",215.399994,216.169998,211.600006,213.910004,2459000,213.910004
"2015-04-15",214.350006,214.720001,209.050003,210.770004,3224600,210.770004
"2015-04-16",210.300003,211.550003,206.360001,206.899994,4053100,206.899994
"2015-04-17",204.039993,208.089996,202.679993,207.869995,4192300,207.869995
"2015-04-20",209.179993,213.220001,208.5,211.860001,3177800,211.860001
"2015-04-21",214.520004,217.470001,212.740005,212.850006,2497700,212.850006
"2015-04-22",214.440002,215.25,212.259995,213.369995,1614000,213.369995
"2015-04-23",213.240005,215.360001,212.119995,212.279999,1902300,212.279999
"2015-04-24",214.809998,217.889999,213.919998,216.899994,3355100,216.899994
"2015-04-27",218.600006,223.949997,218.259995,220.460007,4351000,220.460007
"2015-04-28",222.669998,223.300003,217.25,219.190002,2456700,219.190002
"2015-04-29",219,220,215.210007,219,4138600,219
"2015-04-30",209.369995,211.330002,199.600006,200.279999,11054300,200.279999
"2015-05-01",200.899994,202.979996,196.130005,202.470001,6151300,202.470001
"2015-05-04",204.990005,206.899994,203.520004,203.699997,4397100,203.699997
"2015-05-05",201.820007,201.990005,192.740005,194.740005,7379600,194.740005
"2015-05-06",194.470001,196,188.610001,190.050003,6736100,190.050003
"2015-05-07",192.089996,194.619995,191.070007,193.630005,4165200,193.630005
"2015-05-08",195.789993,195.899994,191.630005,193.539993,2863800,193.539993
"2015-05-11",194.720001,196.990005,190.490005,190.839996,3558200,190.839996
"2015-05-12",189.919998,191.479996,188.75,189.970001,3721300,189.970001
"2015-05-13",190.289993,190.669998,188.600006,189.179993,2603100,189.179993
"2015-05-14",190.970001,192.949997,189.520004,190.270004,3391600,190.270004
"2015-05-15",191.729996,193.779999,189.199997,192.979996,3794700,192.979996
"2015-05-18",192.990005,193.679993,190.050003,191.320007,2512100,191.320007
"2015-05-19",191.610001,194.5,190.899994,193.139999,2205800,193.139999
"2015-05-20",194,196.710007,192.75,195.509995,2614100,195.509995
"2015-05-21",195.649994,200.639999,195.639999,200.130005,3944900,200.130005
"2015-05-22",201.830002,204.410004,200.589996,203.800003,4311100,203.800003
"2015-05-26",204,204.5,198.639999,200.190002,3523500,200.190002
"2015-05-27",200.550003,202.539993,198.899994,201.449997,2026800,201.449997
"2015-05-28",197.660004,201.839996,197,200.270004,2412800,200.270004
"2015-05-29",201.029999,201.210007,197.190002,197.399994,2688600,197.399994
"2015-06-01",198.940002,202.630005,197.580002,201.559998,2409400,201.559998
"2015-06-02",199.679993,203.369995,199.350006,203.360001,2305300,203.360001
"2015-06-03",203,206.5,201.059998,203.880005,2891400,203.880005
"2015-06-04",202.929993,204.5,201,204.330002,2789500,204.330002
"2015-06-05",203.669998,209.259995,203.160004,205.889999,2993200,205.889999
"2015-06-08",206.800003,207.889999,201.820007,203.149994,2435300,203.149994
"2015-06-09",201.970001,203.850006,200.690002,202.559998,2180400,202.559998
"2015-06-10",202.770004,206.710007,202.429993,204.630005,2524100,204.630005
"2015-06-11",204.889999,208,204.889999,206.770004,2208300,206.770004
"2015-06-12",206.850006,209.839996,206.070007,207.600006,2562700,207.600006
"2015-06-15",204.110001,205.919998,202.550003,205.729996,1385500,205.729996
"2015-06-16",204,206.690002,203.699997,205,1686000,205
"2015-06-17",207.899994,211.360001,207.710007,209.509995,4281800,209.509995
"2015-06-18",209.889999,210.779999,208.020004,210.699997,1998100,210.699997
"2015-06-19",211.559998,212.149994,209.520004,210.869995,2539200,210.869995
"2015-06-22",212.5,214.220001,209.130005,209.639999,1991400,209.639999
"2015-06-23",211,212.160004,208.809998,211.979996,1894100,211.979996
"2015-06-24",211.889999,212.330002,209.119995,210.320007,1658000,210.320007
"2015-06-25",209.440002,210.490005,207.199997,207.550003,1652900,207.550003
"2015-06-26",205,206.320007,202.75,203.360001,3064100,203.360001
"2015-06-29",199.929993,202.990005,198.199997,200.5,2411600,200.5
"2015-06-30",203.589996,204.330002,198.889999,199.080002,2516000,199.080002
"2015-07-01",200.589996,200.669998,196.070007,198.710007,2883200,198.710007
"2015-07-02",198.360001,198.779999,195.350006,197.029999,1817300,197.029999
"2015-07-06",193,194.070007,188.020004,189.029999,4576600,189.029999
"2015-07-07",185.289993,188.600006,180.539993,187.539993,6249200,187.539993
"2015-07-08",179.529999,187.399994,178.809998,184.580002,6451100,184.580002
"2015-07-09",192.699997,192.979996,187.179993,187.570007,5391600,187.570007
"2015-07-10",191.289993,191.5,187.690002,187.75,3043400,187.75
"2015-07-13",189.899994,194.830002,188.080002,193.270004,4051100,193.270004
"2015-07-14",193.270004,194.460007,191.220001,191.279999,1773200,191.279999
"2015-07-15",189.910004,190.710007,185.75,186.580002,4048500,186.580002
"2015-07-16",189.020004,190.660004,187.830002,190.100006,2345400,190.100006
"2015-07-17",194.679993,200.800003,194.380005,198.440002,5829500,198.440002
"2015-07-20",199.550003,201.639999,197.229996,199.610001,2896500,199.610001
"2015-07-21",199.490005,203.479996,198.229996,202.399994,2580100,202.399994
"2015-07-22",201.660004,206.839996,200.520004,205.740005,3418300,205.740005
"2015-07-23",207.320007,209.75,206.5,207.630005,3469000,207.630005
"2015-07-24",209.910004,210,205.25,206.25,3450200,206.25
"2015-07-27",197.850006,199.940002,195.110001,197.679993,9580200,197.679993
"2015-07-28",172.600006,172.809998,162,168.029999,27423400,168.029999
"2015-07-29",169.199997,170.240005,167.139999,170.009995,8317600,170.009995
"2015-07-30",172.5,175.679993,171.339996,174.470001,7029000,174.470001
"2015-07-31",174.5,175.75,172.509995,172.660004,4180800,172.660004
"2015-08-03",170.820007,171.669998,166.100006,169.139999,5375900,169.139999
"2015-08-04",168.600006,170.449997,167.779999,170.320007,2620000,170.320007
"2015-08-05",171.679993,173.759995,171.300003,172.740005,3260900,172.740005
"2015-08-06",172.699997,176.229996,172.559998,174.460007,4397300,174.460007
"2015-08-07",175.210007,177.220001,173.75,176.080002,3942300,176.080002
"2015-08-10",177.830002,179.059998,175,176.850006,3055400,176.850006
"2015-08-11",173.690002,174.039993,166.309998,167.940002,5257500,167.940002
"2015-08-12",164.520004,164.729996,156.800003,160.820007,10247600,160.820007
"2015-08-13",162.660004,163.699997,160.050003,160.889999,4683600,160.889999
"2015-08-14",160.800003,166.240005,160.539993,164.240005,5062300,164.240005
"2015-08-17",163.550003,167.949997,163.509995,167.429993,3359700,167.429993
"2015-08-18",164.059998,168.509995,163.759995,166.110001,4112000,166.110001
"2015-08-19",165.100006,165.679993,160.270004,162.889999,5767300,162.889999
"2015-08-20",160.410004,161.240005,157.199997,157.399994,5381700,157.399994
"2015-08-21",154.449997,157.990005,152.759995,152.910004,6364900,152.910004
"2015-08-24",125.150002,145.380005,100,141.080002,11160600,141.080002
"2015-08-25",149.699997,153.179993,135.610001,136.990005,8449600,136.990005
"2015-08-26",139.899994,143.330002,136.059998,142.399994,8315600,142.399994
"2015-08-27",147.25,152.979996,147.110001,152.059998,5880100,152.059998
"2015-08-28",150.169998,153.759995,150,152.130005,3983800,152.130005
"2015-08-31",152.440002,153.339996,146.100006,147.25,3381100,147.25
"2015-09-01",142.929993,147.429993,142.699997,143.570007,4561900,143.570007
"2015-09-02",146.059998,148.160004,143.759995,148.149994,1946200,148.149994
"2015-09-03",149,149.639999,146.270004,149.080002,2983700,149.080002
"2015-09-04",146.210007,147.690002,144.149994,146,3378900,146
"2015-09-08",151.339996,152.869995,146.029999,148.179993,4899800,148.179993
"2015-09-09",150.25,153.419998,149.009995,150.110001,2878300,150.110001
"2015-09-10",149.199997,149.860001,145.800003,146.75,3710300,146.75
"2015-09-11",146.619995,146.619995,142.520004,144.029999,4924400,144.029999
"2015-09-14",143.919998,143.979996,140.020004,141.270004,3794500,141.270004
"2015-09-15",140,144.059998,139.100006,141.399994,4437600,141.399994
"2015-09-16",144.699997,151.449997,144.149994,150.350006,4838100,150.350006
"2015-09-17",149.100006,151.289993,146.649994,147.059998,5176600,147.059998
"2015-09-18",144.220001,146,142.270004,142.570007,3282600,142.570007
"2015-09-21",143.910004,144.570007,140.509995,140.839996,2888500,140.839996
"2015-09-22",139.149994,139.589996,135.399994,136.119995,4429000,136.119995
"2015-09-23",137.839996,137.970001,132.240005,132.369995,4571200,132.369995
"2015-09-24",131.350006,133.820007,130.770004,132.589996,4840500,132.589996
